"Food Scarcity, Household Pulse Survey",,,,,,,
Adults in households where there was either sometimes or often not enough to eat in the last 7 days,,,,,,,
,,Total Food Scarcity,,Percent Food Scarcity,,,
New Jersey,"42 - January 26 - February 7, 2022","590,250","127,624",10.2,2.2,"5,760,003","6,767,278"
New Mexico,"42 - January 26 - February 7, 2022","212,803","43,432",14.5,2.9,"1,470,469","1,604,259"
New York,"42 - January 26 - February 7, 2022","1,356,610","330,258",10.7,2.6,"12,677,991","14,714,964"
North Carolina,"42 - January 26 - February 7, 2022","776,214","178,786",10.6,2.4,"7,339,928","8,121,448"
North Dakota,"42 - January 26 - February 7, 2022","44,674","11,962",8.9,2.4,"504,227","560,525"
Ohio,"42 - January 26 - February 7, 2022","695,538","190,468",9,2.5,"7,740,553","8,833,555"
Oklahoma,"42 - January 26 - February 7, 2022","325,133","76,742",12.3,2.9,"2,650,879","2,941,764"
Oregon,"42 - January 26 - February 7, 2022","249,362","38,806",8.1,1.3,"3,064,867","3,326,774"
Pennsylvania,"42 - January 26 - February 7, 2022","555,113","134,236",6.4,1.5,"8,671,100","9,760,505"
Rhode Island,"42 - January 26 - February 7, 2022","70,500","20,972",9.7,2.9,"729,618","815,717"
South Carolina,"42 - January 26 - February 7, 2022","458,938","102,622",13.1,2.8,"3,510,050","4,033,193"
South Dakota,"42 - January 26 - February 7, 2022","36,605","13,672",6.5,2.5,"562,829","648,348"
Tennessee,"42 - January 26 - February 7, 2022","586,322","125,773",12.5,2.6,"4,674,715","5,279,261"
Texas,"42 - January 26 - February 7, 2022","2,095,071","378,982",11.5,2,"18,157,278","21,688,354"
Utah,"42 - January 26 - February 7, 2022","115,091","25,337",5.5,1.2,"2,089,605","2,324,002"
Vermont,"42 - January 26 - February 7, 2022","41,049","12,569",9,2.8,"456,295","485,680"
Virginia,"42 - January 26 - February 7, 2022","567,833","134,979",10,2.4,"5,696,613","6,511,643"
Washington,"42 - January 26 - February 7, 2022","348,617","64,793",6.4,1.2,"5,430,486","5,950,326"
West Virginia,"42 - January 26 - February 7, 2022","136,215","38,534",11.1,3.1,"1,226,217","1,377,441"
Wisconsin,"42 - January 26 - February 7, 2022","369,894","88,249",9.3,2.2,"3,977,506","4,454,731"
Wyoming,"42 - January 26 - February 7, 2022","39,694","8,676",9.8,2.2,"403,813","438,527"
Alabama,"41 - December 29 - January 10, 2022","365,011","99,449",11,2.9,"3,315,109","3,737,637"
Alaska,"41 - December 29 - January 10, 2022","35,822","11,626",7.6,2.5,"473,100","525,308"
Arizona,"41 - December 29 - January 10, 2022","511,498","91,484",9.9,1.7,"5,183,953","5,753,909"
Arkansas,"41 - December 29 - January 10, 2022","235,261","63,064",11.4,3.1,"2,065,775","2,264,877"
California,"41 - December 29 - January 10, 2022","2,831,039","485,070",10.6,1.8,"26,620,813","29,807,656"
Colorado,"41 - December 29 - January 10, 2022","335,986","79,515",8.1,1.9,"4,168,487","4,504,323"
Connecticut,"41 - December 29 - January 10, 2022","210,869","45,622",8.8,1.8,"2,396,585","2,724,164"
Delaware,"41 - December 29 - January 10, 2022","61,685","16,462",9.1,2.4,"677,014","767,878"
District of Columbia,"41 - December 29 - January 10, 2022","67,283","19,576",13.5,3.8,"497,884","546,656"
Florida,"41 - December 29 - January 10, 2022","1,767,692","287,066",11.9,2,"14,906,078","17,254,676"
Georgia,"41 - December 29 - January 10, 2022","628,972","132,517",8.9,1.9,"7,106,824","8,033,423"
Hawaii,"41 - December 29 - January 10, 2022","89,398","25,277",9.4,2.6,"952,742","1,065,941"
Idaho,"41 - December 29 - January 10, 2022","105,572","24,873",8.1,1.9,"1,300,170","1,382,940"
Illinois,"41 - December 29 - January 10, 2022","678,287","171,924",7.8,2,"8,661,152","9,479,736"
Indiana,"41 - December 29 - January 10, 2022","358,360","77,349",8,1.7,"4,501,397","5,029,256"
Iowa,"41 - December 29 - January 10, 2022","221,720","48,638",10.3,2.3,"2,143,867","2,349,714"
Kansas,"41 - December 29 - January 10, 2022","120,659","29,703",6.1,1.5,"1,985,946","2,146,524"
Kentucky,"41 - December 29 - January 10, 2022","347,972","87,590",11.6,2.9,"2,997,772","3,358,135"
Louisiana,"41 - December 29 - January 10, 2022","337,231","74,076",11.9,2.5,"2,835,427","3,432,241"
Maine,"41 - December 29 - January 10, 2022","54,114","20,125",5.5,2,"979,050","1,073,016"
Maryland,"41 - December 29 - January 10, 2022","295,447","71,339",7.2,1.8,"4,077,613","4,585,752"
Massachusetts,"41 - December 29 - January 10, 2022","364,298","78,354",7.6,1.6,"4,765,172","5,309,617"
Michigan,"41 - December 29 - January 10, 2022","629,746","124,767",9.4,1.8,"6,694,905","7,631,231"
Minnesota,"41 - December 29 - January 10, 2022","271,144","57,514",7,1.5,"3,892,378","4,250,165"
Mississippi,"41 - December 29 - January 10, 2022","390,884","118,505",19.6,5.8,"1,991,014","2,186,321"
Missouri,"41 - December 29 - January 10, 2022","333,670","88,124",7.9,2.1,"4,229,652","4,638,839"
Montana,"41 - December 29 - January 10, 2022","70,567","22,044",9.1,2.8,"775,785","834,511"
Nebraska,"41 - December 29 - January 10, 2022","192,448","38,196",15,2.9,"1,283,342","1,420,835"
Nevada,"41 - December 29 - January 10, 2022","199,553","46,326",9.1,2.1,"2,188,688","2,450,986"
New Hampshire,"41 - December 29 - January 10, 2022","84,743","18,712",8.8,1.9,"962,527","1,080,887"
New Jersey,"41 - December 29 - January 10, 2022","442,403","117,710",7.5,2,"5,864,068","6,767,278"
New Mexico,"41 - December 29 - January 10, 2022","153,822","41,601",10.7,2.9,"1,432,675","1,604,259"
New York,"41 - December 29 - January 10, 2022","1,983,642","372,154",15.4,2.8,"12,902,568","14,714,964"
North Carolina,"41 - December 29 - January 10, 2022","657,147","188,034",9.1,2.5,"7,218,097","8,121,448"
North Dakota,"41 - December 29 - January 10, 2022","41,534","15,416",8.1,3,"512,535","560,525"
Ohio,"41 - December 29 - January 10, 2022","577,642","164,138",7.4,2.1,"7,804,165","8,833,555"
Oklahoma,"41 - December 29 - January 10, 2022","331,927","66,045",12.4,2.5,"2,683,980","2,941,764"
Oregon,"41 - December 29 - January 10, 2022","281,816","62,441",9.3,2,"3,045,988","3,326,774"
Pennsylvania,"41 - December 29 - January 10, 2022","825,485","219,001",9.5,2.4,"8,708,779","9,760,505"
Rhode Island,"41 - December 29 - January 10, 2022","97,706","21,922",13.2,3,"741,334","815,717"
South Carolina,"41 - December 29 - January 10, 2022","346,146","86,973",9.8,2.5,"3,523,611","4,033,193"
South Dakota,"41 - December 29 - January 10, 2022","61,562","17,286",10.4,2.8,"593,465","648,348"
Tennessee,"41 - December 29 - January 10, 2022","491,280","96,416",10.3,2,"4,754,865","5,279,261"
Texas,"41 - December 29 - January 10, 2022","2,263,539","430,562",11.8,2.2,"19,153,446","21,688,354"
Utah,"41 - December 29 - January 10, 2022","193,046","41,623",9,1.9,"2,139,688","2,324,002"
Vermont,"41 - December 29 - January 10, 2022","26,703","10,441",5.9,2.3,"455,045","485,680"
Virginia,"41 - December 29 - January 10, 2022","631,522","158,955",10.7,2.6,"5,874,972","6,511,643"
Washington,"41 - December 29 - January 10, 2022","451,251","79,117",8.1,1.4,"5,561,234","5,950,326"
West Virginia,"41 - December 29 - January 10, 2022","184,486","44,628",15.2,3.6,"1,216,075","1,377,441"
Wisconsin,"41 - December 29 - January 10, 2022","457,296","102,918",11.2,2.5,"4,067,357","4,454,731"
Wyoming,"41 - December 29 - January 10, 2022","53,150","18,528",13,4.5,"408,002","438,527"
Alabama,"40 - December 1-13, 2021","413,763","116,605",12.9,3.5,"3,210,404","3,737,637"
Alaska,"40 - December 1-13, 2021","75,802","28,802",15.6,5.8,"485,375","525,308"
Arizona,"40 - December 1-13, 2021","342,358","80,711",6.8,1.6,"5,057,622","5,753,909"
Arkansas,"40 - December 1-13, 2021","251,189","80,860",12.8,4.1,"1,957,645","2,264,877"
California,"40 - December 1-13, 2021","2,050,150","416,025",7.9,1.6,"26,067,907","29,807,656"
Colorado,"40 - December 1-13, 2021","358,152","109,280",8.8,2.6,"4,084,205","4,504,323"
Connecticut,"40 - December 1-13, 2021","214,356","48,612",9,2,"2,385,449","2,724,164"
Delaware,"40 - December 1-13, 2021","68,401","30,427",10.2,4.5,"671,936","767,878"
District of Columbia,"40 - December 1-13, 2021","83,556","26,067",15.9,4.9,"524,916","546,656"
Florida,"40 - December 1-13, 2021","1,359,542","352,311",9.4,2.4,"14,406,785","17,254,676"
Georgia,"40 - December 1-13, 2021","546,639","122,698",8.1,1.8,"6,757,325","8,033,423"
Hawaii,"40 - December 1-13, 2021","67,223","33,688",7,3.5,"960,188","1,065,941"
Idaho,"40 - December 1-13, 2021","135,810","33,701",11,2.7,"1,236,527","1,382,940"
Illinois,"40 - December 1-13, 2021","683,008","205,335",8.5,2.5,"8,059,050","9,479,736"
Indiana,"40 - December 1-13, 2021","516,219","106,142",11.6,2.3,"4,454,576","5,029,256"
Iowa,"40 - December 1-13, 2021","173,773","54,507",8.8,2.7,"1,984,275","2,349,714"
Kansas,"40 - December 1-13, 2021","169,509","49,178",8.9,2.5,"1,899,304","2,146,524"
Kentucky,"40 - December 1-13, 2021","349,387","91,798",11.9,3.1,"2,937,989","3,358,135"
Louisiana,"40 - December 1-13, 2021","456,139","130,227",15.9,4.5,"2,873,888","3,432,241"
Maine,"40 - December 1-13, 2021","56,313","27,402",5.8,2.8,"974,172","1,073,016"
Maryland,"40 - December 1-13, 2021","300,725","81,151",7.5,2,"4,002,622","4,585,752"
Massachusetts,"40 - December 1-13, 2021","413,650","82,958",9.1,1.8,"4,524,006","5,309,617"
Michigan,"40 - December 1-13, 2021","705,562","158,851",10.5,2.4,"6,741,735","7,631,231"
Minnesota,"40 - December 1-13, 2021","199,421","52,938",5.1,1.3,"3,900,053","4,250,165"
Mississippi,"40 - December 1-13, 2021","300,631","96,503",15.8,4.9,"1,905,224","2,186,321"
Missouri,"40 - December 1-13, 2021","367,116","94,361",8.8,2.3,"4,154,350","4,638,839"
Montana,"40 - December 1-13, 2021","77,256","25,775",10.1,3.4,"764,240","834,511"
Nebraska,"40 - December 1-13, 2021","139,856","34,706",11.1,2.7,"1,254,506","1,420,835"
Nevada,"40 - December 1-13, 2021","220,574","57,907",10.4,2.8,"2,127,050","2,450,986"
New Hampshire,"40 - December 1-13, 2021","78,305","23,667",8,2.4,"974,442","1,080,887"
New Jersey,"40 - December 1-13, 2021","352,104","100,141",6.2,1.7,"5,720,697","6,767,278"
New Mexico,"40 - December 1-13, 2021","176,573","49,095",12.5,3.5,"1,415,558","1,604,259"
New York,"40 - December 1-13, 2021","1,694,716","397,197",13.1,3,"12,933,635","14,714,964"
North Carolina,"40 - December 1-13, 2021","961,559","269,761",13.4,3.7,"7,202,503","8,121,448"
North Dakota,"40 - December 1-13, 2021","28,215","9,829",5.5,1.9,"509,913","560,525"
Ohio,"40 - December 1-13, 2021","811,169","232,272",10.3,3,"7,867,941","8,833,555"
Oklahoma,"40 - December 1-13, 2021","337,810","76,186",13.3,2.9,"2,538,804","2,941,764"
Oregon,"40 - December 1-13, 2021","181,622","35,861",6,1.2,"3,008,434","3,326,774"
Pennsylvania,"40 - December 1-13, 2021","738,910","142,160",8.7,1.7,"8,515,439","9,760,505"
Rhode Island,"40 - December 1-13, 2021","80,901","23,776",11.1,3.2,"730,302","815,717"
South Carolina,"40 - December 1-13, 2021","483,935","108,259",14,3.1,"3,463,762","4,033,193"
South Dakota,"40 - December 1-13, 2021","34,413","13,025",5.9,2.1,"585,776","648,348"
Tennessee,"40 - December 1-13, 2021","385,353","117,643",8.7,2.6,"4,437,988","5,279,261"
Texas,"40 - December 1-13, 2021","2,203,958","429,566",11.7,2.3,"18,842,404","21,688,354"
Utah,"40 - December 1-13, 2021","193,546","56,506",9.3,2.7,"2,088,919","2,324,002"
Vermont,"40 - December 1-13, 2021","37,036","13,246",8.2,2.9,"448,970","485,680"
Virginia,"40 - December 1-13, 2021","428,364","128,767",7.7,2.2,"5,576,831","6,511,643"
Washington,"40 - December 1-13, 2021","356,034","69,172",6.5,1.3,"5,485,074","5,950,326"
West Virginia,"40 - December 1-13, 2021","120,782","45,029",10.2,3.7,"1,180,825","1,377,441"
Wisconsin,"40 - December 1-13, 2021","306,290","99,838",7.9,2.5,"3,890,954","4,454,731"
Wyoming,"40 - December 1-13, 2021","29,021","9,329",7.6,2.4,"381,064","438,527"
Alabama,"39 - September 29 - October 11, 2021","342,222","86,055",11.9,2.8,"2,878,981","3,737,637"
Alaska,"39 - September 29 - October 11, 2021","51,354","16,420",10.9,3.5,"469,241","525,308"
Arizona,"39 - September 29 - October 11, 2021","525,189","138,224",10.4,2.7,"5,063,106","5,753,909"
Arkansas,"39 - September 29 - October 11, 2021","192,507","58,649",10.1,3.1,"1,913,266","2,264,877"
California,"39 - September 29 - October 11, 2021","2,502,044","419,033",10.2,1.7,"24,620,780","29,807,656"
Colorado,"39 - September 29 - October 11, 2021","315,170","85,818",8,2.1,"3,948,034","4,504,323"
Connecticut,"39 - September 29 - October 11, 2021","171,718","54,863",7,2.3,"2,441,991","2,724,164"
Delaware,"39 - September 29 - October 11, 2021","63,987","19,760",9.4,2.8,"679,077","767,878"
District of Columbia,"39 - September 29 - October 11, 2021","49,991","14,529",10.1,2.8,"496,274","546,656"
Florida,"39 - September 29 - October 11, 2021","1,421,241","371,191",9.9,2.4,"14,413,879","17,254,676"
Georgia,"39 - September 29 - October 11, 2021","978,921","331,949",14.1,4.7,"6,952,977","8,033,423"
Hawaii,"39 - September 29 - October 11, 2021","73,687","23,358",7.9,2.5,"927,648","1,065,941"
Idaho,"39 - September 29 - October 11, 2021","88,323","22,428",7.3,1.9,"1,207,554","1,382,940"
Illinois,"39 - September 29 - October 11, 2021","565,922","234,028",7.3,2.9,"7,742,196","9,479,736"
Indiana,"39 - September 29 - October 11, 2021","375,174","114,838",8.7,2.7,"4,327,319","5,029,256"
Iowa,"39 - September 29 - October 11, 2021","177,233","52,496",9,2.6,"1,960,462","2,349,714"
Kansas,"39 - September 29 - October 11, 2021","156,952","53,092",8,2.7,"1,965,129","2,146,524"
Kentucky,"39 - September 29 - October 11, 2021","330,379","111,113",11.7,3.8,"2,822,235","3,358,135"
Louisiana,"39 - September 29 - October 11, 2021","375,240","111,763",13.5,3.8,"2,786,217","3,432,241"
Maine,"39 - September 29 - October 11, 2021","46,720","23,701",4.9,2.5,"955,619","1,073,016"
Maryland,"39 - September 29 - October 11, 2021","287,382","67,968",7.1,1.7,"4,061,118","4,585,752"
Massachusetts,"39 - September 29 - October 11, 2021","421,066","93,155",8.9,1.9,"4,721,730","5,309,617"
Michigan,"39 - September 29 - October 11, 2021","544,030","122,829",8.7,1.9,"6,287,925","7,631,231"
Minnesota,"39 - September 29 - October 11, 2021","149,060","48,632",4.1,1.3,"3,634,312","4,250,165"
Mississippi,"39 - September 29 - October 11, 2021","216,740","68,236",12.4,3.8,"1,750,799","2,186,321"
Missouri,"39 - September 29 - October 11, 2021","370,162","104,795",9,2.5,"4,104,347","4,638,839"
Montana,"39 - September 29 - October 11, 2021","48,371","28,187",6.5,3.7,"746,586","834,511"
Nebraska,"39 - September 29 - October 11, 2021","79,306","23,664",6.3,1.9,"1,254,156","1,420,835"
Nevada,"39 - September 29 - October 11, 2021","128,724","32,066",6,1.5,"2,147,670","2,450,986"
New Hampshire,"39 - September 29 - October 11, 2021","62,759","24,031",6.3,2.4,"988,761","1,080,887"
New Jersey,"39 - September 29 - October 11, 2021","500,022","173,076",8.9,3,"5,638,582","6,767,278"
New Mexico,"39 - September 29 - October 11, 2021","145,737","40,212",10.1,2.7,"1,439,855","1,604,259"
New York,"39 - September 29 - October 11, 2021","1,171,123","358,544",9.7,2.9,"12,118,153","14,714,964"
North Carolina,"39 - September 29 - October 11, 2021","842,028","277,534",12,3.9,"7,012,959","8,121,448"
North Dakota,"39 - September 29 - October 11, 2021","22,856","10,757",4.6,2.2,"494,036","560,525"
Ohio,"39 - September 29 - October 11, 2021","551,601","155,741",7.2,2,"7,613,413","8,833,555"
Oklahoma,"39 - September 29 - October 11, 2021","424,875","100,517",16.5,3.8,"2,569,129","2,941,764"
Oregon,"39 - September 29 - October 11, 2021","258,287","60,898",8.8,2,"2,949,023","3,326,774"
Pennsylvania,"39 - September 29 - October 11, 2021","616,836","187,069",7.4,2.2,"8,370,318","9,760,505"
Rhode Island,"39 - September 29 - October 11, 2021","86,977","26,885",12.3,3.7,"708,560","815,717"
South Carolina,"39 - September 29 - October 11, 2021","291,272","79,287",8.9,2.4,"3,256,515","4,033,193"
South Dakota,"39 - September 29 - October 11, 2021","45,292","19,692",8,3.4,"567,967","648,348"
Tennessee,"39 - September 29 - October 11, 2021","402,051","122,485",9.2,2.8,"4,388,144","5,279,261"
Texas,"39 - September 29 - October 11, 2021","2,158,933","390,028",11.9,2.1,"18,127,596","21,688,354"
Utah,"39 - September 29 - October 11, 2021","191,629","75,105",9.1,3.5,"2,108,193","2,324,002"
Vermont,"39 - September 29 - October 11, 2021","26,998","11,437",6,2.5,"447,256","485,680"
Virginia,"39 - September 29 - October 11, 2021","281,406","86,466",5.3,1.6,"5,324,177","6,511,643"
Washington,"39 - September 29 - October 11, 2021","388,188","104,527",7.2,1.9,"5,414,690","5,950,326"
West Virginia,"39 - September 29 - October 11, 2021","113,621","33,828",9.1,2.7,"1,242,867","1,377,441"
Wisconsin,"39 - September 29 - October 11, 2021","205,421","77,148",5.4,2,"3,770,991","4,454,731"
Wyoming,"39 - September 29 - October 11, 2021","22,285","14,668",5.9,3.8,"379,787","438,527"
Alabama,"38 - September 15-27, 2021","339,142","89,375",10.9,2.8,"3,101,221","3,737,637"
Alaska,"38 - September 15-27, 2021","54,567","15,802",11.6,3.3,"469,174","525,308"
Arizona,"38 - September 15-27, 2021","295,518","89,246",6.2,1.8,"4,800,381","5,753,909"
Arkansas,"38 - September 15-27, 2021","199,971","66,166",10.5,3.4,"1,900,053","2,264,877"
California,"38 - September 15-27, 2021","2,345,048","485,308",9.2,1.9,"25,596,098","29,807,656"
Colorado,"38 - September 15-27, 2021","209,907","76,481",5.4,2,"3,891,854","4,504,323"
Connecticut,"38 - September 15-27, 2021","193,357","51,698",8.1,2.2,"2,383,191","2,724,164"
Delaware,"38 - September 15-27, 2021","109,797","31,402",16.1,4.4,"682,049","767,878"
District of Columbia,"38 - September 15-27, 2021","30,827","10,249",6.3,2.1,"490,317","546,656"
Florida,"38 - September 15-27, 2021","1,797,977","452,542",12,2.9,"14,928,533","17,254,676"
Georgia,"38 - September 15-27, 2021","815,076","228,672",12.2,3.3,"6,663,509","8,033,423"
Hawaii,"38 - September 15-27, 2021","126,147","45,375",13.3,4.4,"947,380","1,065,941"
Idaho,"38 - September 15-27, 2021","74,289","24,535",6.3,2,"1,187,251","1,382,940"
Illinois,"38 - September 15-27, 2021","677,035","195,810",8.3,2.4,"8,186,445","9,479,736"
Indiana,"38 - September 15-27, 2021","418,569","107,598",9.7,2.5,"4,326,998","5,029,256"
Iowa,"38 - September 15-27, 2021","184,048","48,921",8.7,2.2,"2,106,220","2,349,714"
Kansas,"38 - September 15-27, 2021","217,439","58,801",11.7,3.1,"1,864,635","2,146,524"
Kentucky,"38 - September 15-27, 2021","295,038","91,620",10.4,3,"2,846,455","3,358,135"
Louisiana,"38 - September 15-27, 2021","453,341","110,598",15.4,3.8,"2,942,259","3,432,241"
Maine,"38 - September 15-27, 2021","81,881","39,689",8.5,4.1,"959,826","1,073,016"
Maryland,"38 - September 15-27, 2021","336,468","102,337",8.6,2.6,"3,918,602","4,585,752"
Massachusetts,"38 - September 15-27, 2021","321,777","93,067",7.2,2.1,"4,479,899","5,309,617"
Michigan,"38 - September 15-27, 2021","523,801","118,102",8.1,1.8,"6,506,388","7,631,231"
Minnesota,"38 - September 15-27, 2021","247,257","73,183",6.5,1.9,"3,801,415","4,250,165"
Mississippi,"38 - September 15-27, 2021","288,531","72,367",15.4,3.8,"1,870,065","2,186,321"
Missouri,"38 - September 15-27, 2021","466,545","152,767",11.2,3.6,"4,169,672","4,638,839"
Montana,"38 - September 15-27, 2021","67,473","28,180",9,3.7,"748,268","834,511"
Nebraska,"38 - September 15-27, 2021","68,096","21,752",5.4,1.7,"1,251,005","1,420,835"
Nevada,"38 - September 15-27, 2021","157,154","50,148",7.4,2.4,"2,122,585","2,450,986"
New Hampshire,"38 - September 15-27, 2021","52,015","21,044",5.6,2.3,"934,332","1,080,887"
New Jersey,"38 - September 15-27, 2021","428,725","125,699",7.8,2.2,"5,529,022","6,767,278"
New Mexico,"38 - September 15-27, 2021","117,311","33,602",8.2,2.3,"1,433,688","1,604,259"
New York,"38 - September 15-27, 2021","1,628,972","370,988",13.4,3,"12,130,612","14,714,964"
North Carolina,"38 - September 15-27, 2021","553,162","143,908",8,2.1,"6,935,391","8,121,448"
North Dakota,"38 - September 15-27, 2021","54,964","28,636",11.4,5.8,"483,911","560,525"
Ohio,"38 - September 15-27, 2021","622,918","160,240",8,2.1,"7,759,482","8,833,555"
Oklahoma,"38 - September 15-27, 2021","268,497","69,033",10.4,2.6,"2,578,441","2,941,764"
