"Housing Insecurity (Missed Payment and Low Confidence), Household Pulse Survey","","","","","","",""
"Adults in households who are not current on rent or mortgage payments and who have slight or no confidence that their household can pay next month's rent or mortgage on time","","","","","","",""
"","","Total Housing Insecurity (Missed Payment and Low Confidence)","","Percent Housing Insecurity (Missed Payment and Low Confidence)","","",""
"Massachusetts","30 - May 12-24, 2021","124109","55250","4.5","1.9","2768256","5,309,617"
"Michigan","30 - May 12-24, 2021","177525","43922","4.7","1.2","3738349","7,631,231"
"Minnesota","30 - May 12-24, 2021","61463","26311","2.8","1.2","2173257","4,250,165"
"Mississippi","30 - May 12-24, 2021","100311","41349","10.6","4.4","946346","2,186,321"
"Missouri","30 - May 12-24, 2021","105267","37897","4.3","1.5","2450284","4,638,839"
"Montana","30 - May 12-24, 2021","23897","18998","5.2","4","458972","834,511"
"Nebraska","30 - May 12-24, 2021","26643","9970","3.6","1.4","733387","1,420,835"
"Nevada","30 - May 12-24, 2021","52513","19851","3.8","1.4","1386465","2,450,986"
"New Hampshire","30 - May 12-24, 2021","12275","8071","2.1","1.3","597227","1,080,887"
"New Jersey","30 - May 12-24, 2021","243746","71923","7","2.1","3464540","6,767,278"
"New Mexico","30 - May 12-24, 2021","28269","14844","3.6","1.9","785365","1,604,259"
"New York","30 - May 12-24, 2021","472478","195408","6.3","2.6","7485572","14,714,964"
"North Carolina","30 - May 12-24, 2021","187320","60395","4.4","1.3","4301135","8,121,448"
"North Dakota","30 - May 12-24, 2021","18758","11204","6.8","4","274345","560,525"
"Ohio","30 - May 12-24, 2021","188272","100634","4.2","2.2","4532964","8,833,555"
"Oklahoma","30 - May 12-24, 2021","90310","57882","5.9","3.5","1537089","2,941,764"
"Oregon","30 - May 12-24, 2021","69215","22626","3.4","1.1","2020032","3,326,774"
"Pennsylvania","30 - May 12-24, 2021","342727","120097","7.1","2.4","4817246","9,760,505"
"Rhode Island","30 - May 12-24, 2021","17954","9750","4.7","2.5","383040","815,717"
"South Carolina","30 - May 12-24, 2021","187191","74020","9.3","3.6","2017630","4,033,193"
"South Dakota","30 - May 12-24, 2021","14326","7543","4.3","2.3","330390","648,348"
"Tennessee","30 - May 12-24, 2021","148237","63507","5.5","2.4","2688863","5,279,261"
"Texas","30 - May 12-24, 2021","984116","333793","9.1","2.9","10864423","21,688,354"
"Utah","30 - May 12-24, 2021","46134","19546","3.4","1.4","1345608","2,324,002"
"Vermont","30 - May 12-24, 2021","11203","6985","4.1","2.6","272213","485,680"
"Virginia","30 - May 12-24, 2021","293785","118928","7.6","3","3866305","6,511,643"
"Washington","30 - May 12-24, 2021","137477","42683","3.7","1.1","3738327","5,950,326"
"West Virginia","30 - May 12-24, 2021","26759","15395","4.8","2.9","555873","1,377,441"
"Wisconsin","30 - May 12-24, 2021","68717","28338","3.1","1.3","2182481","4,454,731"
"Wyoming","30 - May 12-24, 2021","8658","5782","3.7","2.4","236573","438,527"
"Alabama","29 - April 28 - May 10, 2021","122119","48789","6.9","2.7","1761225","3,737,637"
"Alaska","29 - April 28 - May 10, 2021","29253","10937","9.2","3.3","316652","525,308"
"Arizona","29 - April 28 - May 10, 2021","56210","34829","1.8","1.1","3147843","5,753,909"
"Arkansas","29 - April 28 - May 10, 2021","117162","46663","9.6","4.1","1215893","2,264,877"
"California","29 - April 28 - May 10, 2021","966766","232303","5.8","1.4","16608851","29,807,656"
"Colorado","29 - April 28 - May 10, 2021","59071","28515","2.2","1","2715971","4,504,323"
"Connecticut","29 - April 28 - May 10, 2021","92172","37299","6.8","2.7","1359714","2,724,164"
"Delaware","29 - April 28 - May 10, 2021","32288","14083","7.6","3.4","422744","767,878"
"District of Columbia","29 - April 28 - May 10, 2021","12037","4695","3.4","1.3","353912","546,656"
"Florida","29 - April 28 - May 10, 2021","627352","219800","6.8","2.4","9183111","17,254,676"
"Georgia","29 - April 28 - May 10, 2021","384368","129831","9.1","3.1","4236251","8,033,423"
"Hawaii","29 - April 28 - May 10, 2021","35682","18255","5.9","3.1","607521","1,065,941"
"Idaho","29 - April 28 - May 10, 2021","24816","14193","3.2","1.8","782148","1,382,940"
"Illinois","29 - April 28 - May 10, 2021","212830","73867","4.4","1.5","4842720","9,479,736"
"Indiana","29 - April 28 - May 10, 2021","176156","87087","6.6","3.1","2667120","5,029,256"
"Iowa","29 - April 28 - May 10, 2021","60681","31146","5.3","2.6","1150549","2,349,714"
"Kansas","29 - April 28 - May 10, 2021","46834","22655","4.2","2","1122426","2,146,524"
"Kentucky","29 - April 28 - May 10, 2021","75951","44567","4.5","2.6","1700168","3,358,135"
"Louisiana","29 - April 28 - May 10, 2021","121675","42817","8.6","3.1","1419878","3,432,241"
"Maine","29 - April 28 - May 10, 2021","18250","9200","3","1.5","602571","1,073,016"
"Maryland","29 - April 28 - May 10, 2021","157443","43818","6.5","1.8","2433466","4,585,752"
"Massachusetts","29 - April 28 - May 10, 2021","138197","53244","4.9","1.8","2843414","5,309,617"
"Michigan","29 - April 28 - May 10, 2021","156614","55896","4.2","1.5","3700496","7,631,231"
"Minnesota","29 - April 28 - May 10, 2021","94695","41936","4.1","1.7","2322245","4,250,165"
"Mississippi","29 - April 28 - May 10, 2021","90085","50931","9.4","5.3","957962","2,186,321"
"Missouri","29 - April 28 - May 10, 2021","106862","51318","4.5","2.1","2387635","4,638,839"
"Montana","29 - April 28 - May 10, 2021","10567","6272","2.5","1.4","428827","834,511"
"Nebraska","29 - April 28 - May 10, 2021","23964","10714","3.1","1.3","780625","1,420,835"
"Nevada","29 - April 28 - May 10, 2021","75334","32516","5.4","2.3","1389793","2,450,986"
"New Hampshire","29 - April 28 - May 10, 2021","25612","14381","4.2","2.4","607335","1,080,887"
"New Jersey","29 - April 28 - May 10, 2021","173010","56984","4.8","1.6","3578411","6,767,278"
"New Mexico","29 - April 28 - May 10, 2021","41730","23155","4.8","2.7","864873","1,604,259"
"New York","29 - April 28 - May 10, 2021","656035","220748","9.4","2.9","6974966","14,714,964"
"North Carolina","29 - April 28 - May 10, 2021","323994","149000","7.5","3.2","4345972","8,121,448"
"North Dakota","29 - April 28 - May 10, 2021","12326","9247","4.2","3.2","291694","560,525"
"Ohio","29 - April 28 - May 10, 2021","214304","101366","4.7","2.1","4540278","8,833,555"
"Oklahoma","29 - April 28 - May 10, 2021","71542","26801","4.8","1.8","1491313","2,941,764"
"Oregon","29 - April 28 - May 10, 2021","77580","22757","4","1.2","1958303","3,326,774"
"Pennsylvania","29 - April 28 - May 10, 2021","237808","94341","5.1","2","4699354","9,760,505"
"Rhode Island","29 - April 28 - May 10, 2021","17696","8610","4.2","2.1","420065","815,717"
"South Carolina","29 - April 28 - May 10, 2021","116258","62659","5.9","3","1974726","4,033,193"
"South Dakota","29 - April 28 - May 10, 2021","25061","12415","7.4","3.7","338129","648,348"
"Tennessee","29 - April 28 - May 10, 2021","111620","52709","4.1","2","2721520","5,279,261"
"Texas","29 - April 28 - May 10, 2021","658586","164811","6.8","1.5","9734965","21,688,354"
"Utah","29 - April 28 - May 10, 2021","40599","15027","2.9","1","1415932","2,324,002"
"Vermont","29 - April 28 - May 10, 2021","9530","11199","3.4","4","281631","485,680"
"Virginia","29 - April 28 - May 10, 2021","229586","76321","6.3","2","3622175","6,511,643"
"Washington","29 - April 28 - May 10, 2021","180616","65459","5.1","1.8","3563402","5,950,326"
"West Virginia","29 - April 28 - May 10, 2021","20999","11324","3.9","2.1","544770","1,377,441"
"Wisconsin","29 - April 28 - May 10, 2021","96070","36236","4.3","1.6","2253876","4,454,731"
"Wyoming","29 - April 28 - May 10, 2021","11879","7747","5","3.2","235380","438,527"
"Alabama","28 - April 14-26, 2021","125882","62401","7.3","3.5","1718664","3,737,637"
"Alaska","28 - April 14-26, 2021","22722","6430","8","2.2","283621","525,308"
"Arizona","28 - April 14-26, 2021","122289","54499","4","1.8","3059355","5,753,909"
"Arkansas","28 - April 14-26, 2021","73229","38831","7.2","3.7","1019243","2,264,877"
"California","28 - April 14-26, 2021","924436","253586","5.6","1.5","16403183","29,807,656"
"Colorado","28 - April 14-26, 2021","105820","33220","3.9","1.2","2688542","4,504,323"
"Connecticut","28 - April 14-26, 2021","79365","24167","6.1","1.8","1308594","2,724,164"
"Delaware","28 - April 14-26, 2021","11502","6876","3.1","1.8","376264","767,878"
"District of Columbia","28 - April 14-26, 2021","14267","7264","4.2","2.1","339495","546,656"
"Florida","28 - April 14-26, 2021","521739","187573","6.1","2.3","8499249","17,254,676"
"Georgia","28 - April 14-26, 2021","381921","147579","10.1","3.5","3785679","8,033,423"
"Hawaii","28 - April 14-26, 2021","39658","17632","6.8","2.9","581450","1,065,941"
"Idaho","28 - April 14-26, 2021","13467","9706","1.8","1.3","738548","1,382,940"
"Illinois","28 - April 14-26, 2021","282404","78168","5.9","1.6","4755012","9,479,736"
"Indiana","28 - April 14-26, 2021","150785","77726","5.2","2.6","2921515","5,029,256"
"Iowa","28 - April 14-26, 2021","54070","32341","4.6","2.6","1183000","2,349,714"
"Kansas","28 - April 14-26, 2021","58718","34177","5.4","3","1086659","2,146,524"
"Kentucky","28 - April 14-26, 2021","69568","60879","4.4","3.5","1590345","3,358,135"
"Louisiana","28 - April 14-26, 2021","139298","69502","8.9","4.2","1570844","3,432,241"
"Maine","28 - April 14-26, 2021","21407","18634","4","3.4","541433","1,073,016"
"Maryland","28 - April 14-26, 2021","161216","55612","6.5","2.3","2473390","4,585,752"
"Massachusetts","28 - April 14-26, 2021","116522","55553","4","1.8","2941239","5,309,617"
"Michigan","28 - April 14-26, 2021","247561","96910","6.5","2.5","3799901","7,631,231"
"Minnesota","28 - April 14-26, 2021","78965","34018","3.3","1.5","2370322","4,250,165"
"Mississippi","28 - April 14-26, 2021","74885","40869","7.4","4","1011768","2,186,321"
"Missouri","28 - April 14-26, 2021","58809","34571","2.5","1.5","2313308","4,638,839"
"Montana","28 - April 14-26, 2021","7879","7785","1.8","1.8","443322","834,511"
"Nebraska","28 - April 14-26, 2021","42385","24725","6","3.5","707649","1,420,835"
"Nevada","28 - April 14-26, 2021","114927","45718","9","3.5","1277392","2,450,986"
"New Hampshire","28 - April 14-26, 2021","11327","6781","2","1.2","565938","1,080,887"
"New Jersey","28 - April 14-26, 2021","225339","68135","6.8","2","3305752","6,767,278"
"New Mexico","28 - April 14-26, 2021","21361","7610","2.7","1","777140","1,604,259"
"New York","28 - April 14-26, 2021","639299","212875","8","2.6","7986200","14,714,964"
"North Carolina","28 - April 14-26, 2021","179726","77115","4.5","1.9","3965900","8,121,448"
"North Dakota","28 - April 14-26, 2021","16914","9102","5.9","3","288040","560,525"
"Ohio","28 - April 14-26, 2021","116552","108521","2.8","2.5","4168704","8,833,555"
"Oklahoma","28 - April 14-26, 2021","70223","35540","4.9","2.4","1436446","2,941,764"
"Oregon","28 - April 14-26, 2021","88173","32203","4.5","1.6","1975589","3,326,774"
"Pennsylvania","28 - April 14-26, 2021","184703","71252","3.9","1.5","4724189","9,760,505"
"Rhode Island","28 - April 14-26, 2021","10629","5133","2.6","1.3","404959","815,717"
"South Carolina","28 - April 14-26, 2021","128906","67542","6.5","3.3","1986320","4,033,193"
"South Dakota","28 - April 14-26, 2021","10840","7603","3.8","2.7","283383","648,348"
"Tennessee","28 - April 14-26, 2021","208283","95819","7.9","3.5","2646420","5,279,261"
"Texas","28 - April 14-26, 2021","805235","314234","7.9","3","10245572","21,688,354"
"Utah","28 - April 14-26, 2021","19343","9598","1.4","0.7","1392620","2,324,002"
"Vermont","28 - April 14-26, 2021","2921","1926","1.1","0.7","270592","485,680"
"Virginia","28 - April 14-26, 2021","180930","70691","5.1","1.9","3515978","6,511,643"
"Washington","28 - April 14-26, 2021","119012","58368","3.5","1.7","3367856","5,950,326"
"West Virginia","28 - April 14-26, 2021","47592","26911","7.4","4.1","641041","1,377,441"
"Wisconsin","28 - April 14-26, 2021","76959","41330","3.3","1.8","2351575","4,454,731"
"Wyoming","28 - April 14-26, 2021","11034","5028","4.7","2.1","236158","438,527"
"Alabama","27 - March 17-29, 2021","105038","47002","6","2.6","1764099","3,717,378"
"Alaska","27 - March 17-29, 2021","24046","8597","7.4","2.6","324559","524,925"
"Arizona","27 - March 17-29, 2021","145546","72216","4.6","2.2","3164789","5,597,268"
"Arkansas","27 - March 17-29, 2021","79212","47593","6.6","4","1192045","2,246,527"
"California","27 - March 17-29, 2021","1296655","297232","7.6","1.7","17009477","29,939,021"
"Colorado","27 - March 17-29, 2021","111633","54870","4","1.9","2810227","4,454,718"
"Connecticut","27 - March 17-29, 2021","91550","29027","6","2","1516322","2,732,423"
"Delaware","27 - March 17-29, 2021","18453","9546","4.7","2.4","392895","754,637"
"District of Columbia","27 - March 17-29, 2021","21081","12576","5.4","3.3","387819","542,635"
"Florida","27 - March 17-29, 2021","699083","222561","7.9","2.5","8900477","17,085,385"
"Georgia","27 - March 17-29, 2021","486929","139640","11.7","3.1","4168429","7,955,983"
"Hawaii","27 - March 17-29, 2021","24836","19363","3.8","2.8","661952","1,073,229"
"Idaho","27 - March 17-29, 2021","21259","8364","2.5","1","838333","1,343,198"
"Illinois","27 - March 17-29, 2021","397203","124521","7.8","2.3","5088121","9,546,424"
"Indiana","27 - March 17-29, 2021","141879","45965","5.5","1.8","2569145","5,015,550"
"Iowa","27 - March 17-29, 2021","64700","23038","5.2","1.9","1241912","2,342,905"
"Kansas","27 - March 17-29, 2021","44369","19694","3.7","1.6","1197334","2,140,957"
"Kentucky","27 - March 17-29, 2021","63970","29509","4","1.8","1613578","3,344,102"
"Louisiana","27 - March 17-29, 2021","205410","64290","13.3","3.9","1549694","3,431,432"
"Maine","27 - March 17-29, 2021","25444","18109","4.2","2.9","609499","1,065,620"
"Maryland","27 - March 17-29, 2021","156936","64981","5.9","2.4","2660885","4,586,920"
"Massachusetts","27 - March 17-29, 2021","130732","46816","4.5","1.5","2937025","5,324,065"
"Michigan","27 - March 17-29, 2021","114842","45967","2.9","1.1","4011718","7,644,458"
"Minnesota","27 - March 17-29, 2021","82084","40209","3.3","1.6","2468052","4,241,624"
"Mississippi","27 - March 17-29, 2021","150753","53739","15.3","5.3","983881","2,189,670"
"Missouri","27 - March 17-29, 2021","82565","36658","3.3","1.4","2475147","4,617,880"
"Montana","27 - March 17-29, 2021","7455","4902","1.6","1.1","461953","822,204"
"Nebraska","27 - March 17-29, 2021","25062","10261","3.2","1.4","783112","1,418,191"
"Nevada","27 - March 17-29, 2021","110097","40731","7.8","2.8","1407325","2,399,457"
"New Hampshire","27 - March 17-29, 2021","28472","13032","4.5","2","633926","1,073,014"
"New Jersey","27 - March 17-29, 2021","237075","105941","6.5","2.8","3634027","6,776,822"
"New Mexico","27 - March 17-29, 2021","53134","23425","6.3","2.7","841585","1,589,574"
"New York","27 - March 17-29, 2021","765377","246511","9.8","2.9","7821202","14,847,080"
"North Carolina","27 - March 17-29, 2021","248196","87601","5.6","2.1","4426736","8,017,566"
"North Dakota","27 - March 17-29, 2021","10288","5670","3.5","1.9","294088","561,016"
"Ohio","27 - March 17-29, 2021","131259","63390","2.6","1.3","4969276","8,822,539"
"Oklahoma","27 - March 17-29, 2021","81669","30627","5.5","2","1474514","2,916,436"
"Oregon","27 - March 17-29, 2021","135585","38252","6.7","1.9","2036887","3,302,727"
"Pennsylvania","27 - March 17-29, 2021","299484","124965","5.7","2.3","5277094","9,776,154"
"Rhode Island","27 - March 17-29, 2021","29192","15912","6.5","3.6","449770","817,559"
"South Carolina","27 - March 17-29, 2021","168158","86335","8.1","4.2","2063959","3,969,123"
"South Dakota","27 - March 17-29, 2021","8308","5187","2.5","1.6","331020","642,658"
"Tennessee","27 - March 17-29, 2021","117058","46331","4.3","1.7","2694955","5,221,475"
"Texas","27 - March 17-29, 2021","660933","285181","6.3","2.6","10473146","21,356,906"
"Utah","27 - March 17-29, 2021","24370","9339","1.6","0.6","1524790","2,281,207"
"Vermont","27 - March 17-29, 2021","6662","4061","2.5","1.5","267659","485,485"
"Virginia","27 - March 17-29, 2021","205376","84575","5.4","2.1","3813869","6,472,737"
"Washington","27 - March 17-29, 2021","166712","49644","4.5","1.3","3710051","5,890,357"
"West Virginia","27 - March 17-29, 2021","72371","38576","11","5.5","660066","1,379,576"
"Wisconsin","27 - March 17-29, 2021","142527","78622","5.7","3.1","2482061","4,438,719"
"Wyoming","27 - March 17-29, 2021","5660","2993","2.5","1.3","223059","433,400"
"Alabama","26 - March 3-15, 2021","240187","79922","13.8","4.7","1739572","3,717,378"
"Alaska","26 - March 3-15, 2021","23899","7920","7.4","2.4","321136","524,925"
"Arizona","26 - March 3-15, 2021","225564","93095","7.1","2.8","3199200","5,597,268"
"Arkansas","26 - March 3-15, 2021","67522","23720","5.8","2.1","1170625","2,246,527"
"California","26 - March 3-15, 2021","1306713","272601","7.4","1.5","17571298","29,939,021"
"Colorado","26 - March 3-15, 2021","166770","56181","6.1","2","2730503","4,454,718"
"Connecticut","26 - March 3-15, 2021","89128","32904","5.8","2.2","1540341","2,732,423"
"Delaware","26 - March 3-15, 2021","32948","12578","7.7","2.9","430496","754,637"
"District of Columbia","26 - March 3-15, 2021","15733","6220","4.5","1.9","350119","542,635"
"Florida","26 - March 3-15, 2021","666103","153460","7.4","1.7","8941350","17,085,385"
"Georgia","26 - March 3-15, 2021","192815","86489","4.5","1.9","4301866","7,955,983"
"Hawaii","26 - March 3-15, 2021","53441","27022","8.4","4","633282","1,073,229"
"Idaho","26 - March 3-15, 2021","32327","13145","4.1","1.6","794612","1,343,198"
"Illinois","26 - March 3-15, 2021","475586","135393","9.2","2.5","5166620","9,546,424"
"Indiana","26 - March 3-15, 2021","264655","91379","9","3.1","2939083","5,015,550"
"Iowa","26 - March 3-15, 2021","89335","35556","7.5","3.1","1192539","2,342,905"
"Kansas","26 - March 3-15, 2021","51444","22250","4.6","2","1129981","2,140,957"
"Kentucky","26 - March 3-15, 2021","171670","60449","10.2","3.4","1679236","3,344,102"
"Louisiana","26 - March 3-15, 2021","125388","53723","8.3","3.5","1503467","3,431,432"
"Maine","26 - March 3-15, 2021","34097","16883","5.6","2.7","608311","1,065,620"
