State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Florida,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,"15,573",3.2,
Florida,2020,202009,Substance use disorder,Outpatient,707,0.1,
Florida,2020,202009,Substance use disorder,Telehealth,"7,289",1.5,
Florida,2020,202010,Mental health disorder,Emergency department,"10,501",2.1,
Florida,2020,202010,Mental health disorder,Inpatient,"12,042",2.4,
Florida,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,708",0.7,
Florida,2020,202010,Mental health disorder,Outpatient,"250,149",50.6,
Florida,2020,202010,Mental health disorder,Telehealth,"12,938",2.6,
Florida,2020,202010,Substance use disorder,Emergency department,"11,760",2.4,
Florida,2020,202010,Substance use disorder,Inpatient,"11,556",2.3,
Florida,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,"17,893",3.6,
Florida,2020,202010,Substance use disorder,Outpatient,724,0.1,
Florida,2020,202010,Substance use disorder,Telehealth,"7,886",1.6,
Florida,2020,202011,Mental health disorder,Emergency department,"9,673",1.9,
Florida,2020,202011,Mental health disorder,Inpatient,"10,706",2.2,
Florida,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,498",0.7,
Florida,2020,202011,Mental health disorder,Outpatient,"239,338",48.1,
Florida,2020,202011,Mental health disorder,Telehealth,"11,603",2.3,
Florida,2020,202011,Substance use disorder,Emergency department,"11,544",2.3,
Florida,2020,202011,Substance use disorder,Inpatient,"10,603",2.1,
Florida,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,"16,751",3.4,
Florida,2020,202011,Substance use disorder,Outpatient,658,0.1,
Florida,2020,202011,Substance use disorder,Telehealth,"6,769",1.4,
Florida,2020,202012,Mental health disorder,Emergency department,"9,321",1.9,
Florida,2020,202012,Mental health disorder,Inpatient,"9,105",1.8,
Florida,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,702",0.7,
Florida,2020,202012,Mental health disorder,Outpatient,"238,904",47.7,
Florida,2020,202012,Mental health disorder,Telehealth,"12,193",2.4,
Florida,2020,202012,Substance use disorder,Emergency department,"11,276",2.3,
Florida,2020,202012,Substance use disorder,Inpatient,"9,251",1.8,
Florida,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,"17,899",3.6,
Florida,2020,202012,Substance use disorder,Outpatient,619,0.1,
Florida,2020,202012,Substance use disorder,Telehealth,"7,606",1.5,
Florida,2021,202101,Mental health disorder,Emergency department,"9,850",2,
Florida,2021,202101,Mental health disorder,Inpatient,"11,036",2.2,
Florida,2021,202101,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,801",0.8,
Florida,2021,202101,Mental health disorder,Outpatient,"233,159",46.2,
Florida,2021,202101,Mental health disorder,Telehealth,"10,106",2,
Florida,2021,202101,Substance use disorder,Emergency department,"11,478",2.3,
Florida,2021,202101,Substance use disorder,Inpatient,"10,527",2.1,
Florida,2021,202101,Substance use disorder,Intensive outpatient/Partial hospitalization,"16,573",3.3,
Florida,2021,202101,Substance use disorder,Outpatient,495,0.1,
Florida,2021,202101,Substance use disorder,Telehealth,"7,043",1.4,
Florida,2021,202102,Mental health disorder,Emergency department,"9,473",1.9,
Florida,2021,202102,Mental health disorder,Inpatient,"10,726",2.1,
Florida,2021,202102,Mental health disorder,Intensive outpatient/Partial hospitalization,"4,179",0.8,
Florida,2021,202102,Mental health disorder,Outpatient,"242,529",47.8,
Florida,2021,202102,Mental health disorder,Telehealth,"11,069",2.2,
Florida,2021,202102,Substance use disorder,Emergency department,"11,101",2.2,
Florida,2021,202102,Substance use disorder,Inpatient,"10,240",2,
Florida,2021,202102,Substance use disorder,Intensive outpatient/Partial hospitalization,"17,045",3.4,
Florida,2021,202102,Substance use disorder,Outpatient,568,0.1,
Florida,2021,202102,Substance use disorder,Telehealth,"7,281",1.4,
Florida,2021,202103,Mental health disorder,Emergency department,"10,318",2,
Florida,2021,202103,Mental health disorder,Inpatient,"11,740",2.3,
Florida,2021,202103,Mental health disorder,Intensive outpatient/Partial hospitalization,"4,824",0.9,
Florida,2021,202103,Mental health disorder,Outpatient,"284,012",55.6,
Florida,2021,202103,Mental health disorder,Telehealth,"12,581",2.5,
Florida,2021,202103,Substance use disorder,Emergency department,"12,661",2.5,
Florida,2021,202103,Substance use disorder,Inpatient,"11,482",2.2,
Florida,2021,202103,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,553",3.6,
Florida,2021,202103,Substance use disorder,Outpatient,689,0.1,
Florida,2021,202103,Substance use disorder,Telehealth,"7,717",1.5,
Florida,2021,202104,Mental health disorder,Emergency department,"10,351",2,
Florida,2021,202104,Mental health disorder,Inpatient,"11,485",2.2,
Florida,2021,202104,Mental health disorder,Intensive outpatient/Partial hospitalization,"4,655",0.9,
Florida,2021,202104,Mental health disorder,Outpatient,"275,535",53.7,
Florida,2021,202104,Mental health disorder,Telehealth,"11,152",2.2,
Florida,2021,202104,Substance use disorder,Emergency department,"13,248",2.6,
Florida,2021,202104,Substance use disorder,Inpatient,"11,488",2.2,
Florida,2021,202104,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,006",3.5,
Florida,2021,202104,Substance use disorder,Outpatient,762,0.1,
Florida,2021,202104,Substance use disorder,Telehealth,"7,020",1.4,
Florida,2021,202105,Mental health disorder,Emergency department,"10,585",2.1,
Florida,2021,202105,Mental health disorder,Inpatient,"11,844",2.3,
Florida,2021,202105,Mental health disorder,Intensive outpatient/Partial hospitalization,"4,192",0.8,
Florida,2021,202105,Mental health disorder,Outpatient,"262,261",50.9,
Florida,2021,202105,Mental health disorder,Telehealth,"10,071",2,
Florida,2021,202105,Substance use disorder,Emergency department,"13,860",2.7,
Florida,2021,202105,Substance use disorder,Inpatient,"11,641",2.3,
Florida,2021,202105,Substance use disorder,Intensive outpatient/Partial hospitalization,"16,553",3.2,
Florida,2021,202105,Substance use disorder,Outpatient,678,0.1,
Florida,2021,202105,Substance use disorder,Telehealth,"6,415",1.2,
Florida,2021,202106,Mental health disorder,Emergency department,"9,991",1.9,
Florida,2021,202106,Mental health disorder,Inpatient,"11,105",2.1,
Florida,2021,202106,Mental health disorder,Intensive outpatient/Partial hospitalization,"4,216",0.8,
Florida,2021,202106,Mental health disorder,Outpatient,"270,802",52.2,
Florida,2021,202106,Mental health disorder,Telehealth,"9,976",1.9,
Florida,2021,202106,Substance use disorder,Emergency department,"13,885",2.7,
Florida,2021,202106,Substance use disorder,Inpatient,"11,403",2.2,
Florida,2021,202106,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,220",3.5,
Florida,2021,202106,Substance use disorder,Outpatient,660,0.1,
Florida,2021,202106,Substance use disorder,Telehealth,"6,722",1.3,
Florida,2021,202107,Mental health disorder,Emergency department,"9,458",1.8,
Florida,2021,202107,Mental health disorder,Inpatient,"11,081",2.1,
Florida,2021,202107,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,854",0.7,
Florida,2021,202107,Mental health disorder,Outpatient,"272,619",52.3,
Florida,2021,202107,Mental health disorder,Telehealth,"8,955",1.7,
Florida,2021,202107,Substance use disorder,Emergency department,"12,514",2.4,
Florida,2021,202107,Substance use disorder,Inpatient,"11,237",2.2,
Florida,2021,202107,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,934",3.6,
Florida,2021,202107,Substance use disorder,Outpatient,653,0.1,
Florida,2021,202107,Substance use disorder,Telehealth,"5,177",1,
Florida,2021,202108,Mental health disorder,Emergency department,"9,639",1.8,
Florida,2021,202108,Mental health disorder,Inpatient,"10,870",2.1,
Florida,2021,202108,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,732",0.7,
Florida,2021,202108,Mental health disorder,Outpatient,"265,429",50.8,
Florida,2021,202108,Mental health disorder,Telehealth,"11,117",2.1,
Florida,2021,202108,Substance use disorder,Emergency department,"12,891",2.5,
Florida,2021,202108,Substance use disorder,Inpatient,"10,271",2,
Florida,2021,202108,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,543",3.5,
Florida,2021,202108,Substance use disorder,Outpatient,554,0.1,
Florida,2021,202108,Substance use disorder,Telehealth,"5,689",1.1,
Florida,2021,202109,Mental health disorder,Emergency department,"10,297",2,
Florida,2021,202109,Mental health disorder,Inpatient,"11,007",2.1,
Florida,2021,202109,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,848",0.7,
Florida,2021,202109,Mental health disorder,Outpatient,"270,624",51.5,
Florida,2021,202109,Mental health disorder,Telehealth,"11,048",2.1,
Florida,2021,202109,Substance use disorder,Emergency department,"12,521",2.4,
Florida,2021,202109,Substance use disorder,Inpatient,"10,459",2,
Florida,2021,202109,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,326",3.5,
Florida,2021,202109,Substance use disorder,Outpatient,639,0.1,
Florida,2021,202109,Substance use disorder,Telehealth,"5,757",1.1,
Florida,2021,202110,Mental health disorder,Emergency department,"9,951",1.9,
Florida,2021,202110,Mental health disorder,Inpatient,"10,538",2,
Florida,2021,202110,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,770",0.7,
Florida,2021,202110,Mental health disorder,Outpatient,"294,326",55.7,
Florida,2021,202110,Mental health disorder,Telehealth,"9,184",1.7,
Florida,2021,202110,Substance use disorder,Emergency department,"12,927",2.4,
Florida,2021,202110,Substance use disorder,Inpatient,"10,906",2.1,
Florida,2021,202110,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,042",3.4,
Florida,2021,202110,Substance use disorder,Outpatient,811,0.2,
Florida,2021,202110,Substance use disorder,Telehealth,"5,446",1,
Florida,2021,202111,Mental health disorder,Emergency department,"9,188",1.7,
Florida,2021,202111,Mental health disorder,Inpatient,"9,579",1.8,
Florida,2021,202111,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,752",0.7,
Florida,2021,202111,Mental health disorder,Outpatient,"293,955",55.4,
Florida,2021,202111,Mental health disorder,Telehealth,"8,982",1.7,
Florida,2021,202111,Substance use disorder,Emergency department,"12,264",2.3,
Florida,2021,202111,Substance use disorder,Inpatient,"10,111",1.9,
Florida,2021,202111,Substance use disorder,Intensive outpatient/Partial hospitalization,"18,140",3.4,
Florida,2021,202111,Substance use disorder,Outpatient,812,0.2,
Florida,2021,202111,Substance use disorder,Telehealth,"5,102",1,
Florida,2021,202112,Mental health disorder,Emergency department,"9,036",1.7,
Florida,2021,202112,Mental health disorder,Inpatient,"8,397",1.6,
Florida,2021,202112,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,578",0.7,
Florida,2021,202112,Mental health disorder,Outpatient,"281,405",52.8,
Florida,2021,202112,Mental health disorder,Telehealth,"8,900",1.7,
Florida,2021,202112,Substance use disorder,Emergency department,"13,752",2.6,
Florida,2021,202112,Substance use disorder,Inpatient,"9,241",1.7,
Florida,2021,202112,Substance use disorder,Intensive outpatient/Partial hospitalization,"17,062",3.2,
Florida,2021,202112,Substance use disorder,Outpatient,794,0.1,
Florida,2021,202112,Substance use disorder,Telehealth,"4,848",0.9,
Florida,2022,202201,Mental health disorder,Emergency department,"8,559",1.6,
Florida,2022,202201,Mental health disorder,Inpatient,"10,249",1.9,
Florida,2022,202201,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,667",0.7,
Florida,2022,202201,Mental health disorder,Outpatient,"282,385",52.3,
Florida,2022,202201,Mental health disorder,Telehealth,"10,778",2,
Florida,2022,202201,Substance use disorder,Emergency department,"12,753",2.4,
Florida,2022,202201,Substance use disorder,Inpatient,"10,116",1.9,
Florida,2022,202201,Substance use disorder,Intensive outpatient/Partial hospitalization,"16,194",3,
Florida,2022,202201,Substance use disorder,Outpatient,639,0.1,
Florida,2022,202201,Substance use disorder,Telehealth,"5,568",1,
Florida,2022,202202,Mental health disorder,Emergency department,"8,669",1.6,
Florida,2022,202202,Mental health disorder,Inpatient,"9,210",1.7,
Florida,2022,202202,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,762",0.7,
Florida,2022,202202,Mental health disorder,Outpatient,"293,327",54,
Florida,2022,202202,Mental health disorder,Telehealth,"11,662",2.1,
Florida,2022,202202,Substance use disorder,Emergency department,"11,781",2.2,
Florida,2022,202202,Substance use disorder,Inpatient,"9,352",1.7,
Florida,2022,202202,Substance use disorder,Intensive outpatient/Partial hospitalization,"17,676",3.3,
Florida,2022,202202,Substance use disorder,Outpatient,695,0.1,
Florida,2022,202202,Substance use disorder,Telehealth,"5,491",1,
Florida,2022,202203,Mental health disorder,Emergency department,"9,102",1.7,
Florida,2022,202203,Mental health disorder,Inpatient,"9,800",1.8,
Florida,2022,202203,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,725",0.7,
Florida,2022,202203,Mental health disorder,Outpatient,"305,020",55.8,
Florida,2022,202203,Mental health disorder,Telehealth,"11,606",2.1,
Florida,2022,202203,Substance use disorder,Emergency department,"13,349",2.4,
Florida,2022,202203,Substance use disorder,Inpatient,"10,579",1.9,
Florida,2022,202203,Substance use disorder,Intensive outpatient/Partial hospitalization,"19,180",3.5,
Florida,2022,202203,Substance use disorder,Outpatient,758,0.1,
Florida,2022,202203,Substance use disorder,Telehealth,"5,672",1,
Florida,2022,202204,Mental health disorder,Emergency department,"9,001",1.6,
Florida,2022,202204,Mental health disorder,Inpatient,"9,364",1.7,
Florida,2022,202204,Mental health disorder,Intensive outpatient/Partial hospitalization,"3,714",0.7,
Florida,2022,202204,Mental health disorder,Outpatient,"289,870",52.7,
Florida,2022,202204,Mental health disorder,Telehealth,"11,396",2.1,
Florida,2022,202204,Substance use disorder,Emergency department,"13,305",2.4,
Florida,2022,202204,Substance use disorder,Inpatient,"9,928",1.8,
Florida,2022,202204,Substance use disorder,Intensive outpatient/Partial hospitalization,"17,033",3.1,
